Sender,Subject,Label,predicted_risk_level,predicted_risk_score,certainty_level,coordination_explanation,linguistic_risk_score,linguistic_certainty,technical_risk_score,technical_certainty,threat_intel_risk_score,threat_intel_certainty,processing_time_seconds,processed_timestamp,sender_missing,status
,has your cum ever dribbled and you wish it had shot out ?,0,MEDIUM,0.69994,DEFINITIVE,"Based on the email security analysis, this email presents a medium risk, with a definitive certainty level, primarily due to its inappropriate and manipulative language, which the Linguistic Agent flagged with a high risk score of 1.00. The Threat Intelligence Agent contributed to the overall risk by identifying the URL as potentially malicious, matching known malware databases with low certainty. Although the Technical Validation Agent found no conclusive evidence, the convergence of linguistic red flags and threat intelligence indicators suggests this email is likely a phishing attempt designed to exploit curiosity and urgency. The combination of unprofessional language, manipulative tactics, and a suspicious URL warrants caution, despite the inconclusive technical validation.",0.9999,DEFINITIVE,0.0,INCONCLUSIVE,0.5,LOW,36.0,2025-11-17T05:06:55.347615,True,success
,happy happy message,0,LOW,0.36,LOW,"Based on the email security analysis, the overall risk assessment is low, with a risk score of 0.36 and low certainty. The primary contributing factor to this assessment is the linguistic analysis, which flagged inconsistencies in tone and an unusual request to forward a response without clear context, although it did not detect typical phishing language or fear tactics. The technical validation and threat intelligence agents did not find significant issues, with the threat intelligence agent confirming no matches in known malware databases. The convergence of these indicators suggests that while the email has some unusual elements, it does not exhibit strong signs of a malicious intent.",0.5,MEDIUM,0.3,INCONCLUSIVE,0.0,LOW,43.47,2025-11-17T05:07:38.859274,True,success
,recordings,0,LOW,0.36,LOW,"Based on the email security analysis, the overall risk assessment for this email is low, with a risk score of 0.36 and low certainty. The primary contributing factors to this assessment are the linguistic analysis, which detected no urgency, authority impersonation, or fear tactics, and the technical validation, which provided inconclusive results. The linguistic agent's findings align with the low certainty level, as it couldn't definitively identify phishing language, while the threat intelligence agent found no matches in known malware databases, further supporting the low risk score. The convergence of these indicators, along with the low certainty levels, suggests that this email is likely benign, although users should remain vigilant.",0.5,LOW,0.3,INCONCLUSIVE,0.0,LOW,32.01,2025-11-17T05:08:10.874166,True,success
"""|monkey.org """,Monkey,1,MEDIUM,0.5997,DEFINITIVE,"Based on the email security analysis, this email presents a medium risk, with a definitive certainty level, primarily due to linguistic indicators suggesting a high likelihood of phishing. The Linguistic Agent identified a suspiciously formatted sender address, a dubious URL, and an extremely high BERT phishing model confidence score of 0.9995, contributing significantly to the overall risk score. Although the Technical Validation and Threat Intelligence agents did not find conclusive evidence, the strong linguistic indicators alone warrant caution. The convergence of these factors suggests that the email may be an attempt at phishing, and users should exercise discretion before interacting with its contents.",0.9995,DEFINITIVE,0.0,INCONCLUSIVE,0.0,INCONCLUSIVE,29.23,2025-11-17T05:08:40.108892,False,success
WETRANSFER,You Received a WeTransfer Document 26 Apr 2024,1,LOW,0.1,INCONCLUSIVE,"Based on the email security analysis, the overall risk assessment for this email is low, with an inconclusive certainty level. The primary contributing factor to this assessment is the Threat Intelligence Agent, which identified a risk score of 0.50 due to the email's URL matching entries in known malware databases, although the certainty of this match is low. The Linguistic and Technical Validation Agents both returned a risk score of 0.00, indicating that the email's language and technical details did not raise any red flags. The convergence of these indicators suggests that while there is a potential threat, it is not strong enough to warrant a higher risk assessment, as the domain age and other technical aspects did not corroborate the threat intelligence findings.",0.0,INCONCLUSIVE,0.0,INCONCLUSIVE,0.5,LOW,20.44,2025-11-17T05:09:00.551766,False,success
New Fax Alert,Fwd: monkey.org Incoming Fax Notification at 6/5/2024 .,1,LOW,0.1,INCONCLUSIVE,"Based on the email security analysis, the overall risk assessment for this email is low, with a risk score of 0.10 and an inconclusive certainty level. The primary contributing factors to this assessment are the technical validation agent, which flagged potential concerns with a risk score of 0.50, while both the linguistic and threat intelligence agents found no significant issues. The technical validation agent detected anomalies in the email's structure and content, but these were not corroborated by the threat intelligence agent, which found no matches in known malware databases or suspicious domain lists. The linguistic agent did not identify any phishing language or suspicious patterns, further supporting the low-risk assessment. The domain age and other contextual factors did not significantly impact the final score, leading to an inconclusive but low-risk overall assessment.",0.0,INCONCLUSIVE,0.5,INCONCLUSIVE,0.0,INCONCLUSIVE,39.94,2025-11-17T05:09:40.496719,False,success
,re : new albany purchase and sale agreement,0,LOW,0.36,LOW,"Based on the email security analysis, the overall risk assessment is low, with a risk score of 0.36 and low certainty. The primary contributing factors to this assessment are the linguistic analysis and technical validation, with the Linguistic Agent identifying no urgency, impersonation, or fear language, and the Technical Validation Agent providing inconclusive results. Although the Threat Intelligence Agent found no matches in known malware databases, the convergence of the linguistic and technical indicators suggests that this email is likely benign. The low risk score is supported by the absence of high-risk language patterns and the inconclusive technical validation, despite the low certainty in these findings.",0.5,LOW,0.3,INCONCLUSIVE,0.0,LOW,34.79,2025-11-17T05:10:15.286529,True,success
"""monkey.org""",Security Notification jose@monkey.org,1,LOW,0.1,INCONCLUSIVE,"Email security analysis completed. Risk Score: 0.10 (LOW). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.0,INCONCLUSIVE,0.5,INCONCLUSIVE,0.0,INCONCLUSIVE,12.36,2025-11-17T05:11:03.280818,False,success
DHL EXPRESS,Your parcel has arrived at the post office on 6/16/2023 10:23:33 a.m,1,MEDIUM,0.69814,DEFINITIVE,"Based on the email security analysis, this email presents a medium risk, with a definitive certainty level, primarily due to strong indicators of a phishing attempt. The Linguistic Agent identified high-confidence phishing language (0.9969), authority impersonation using DHL branding, and urgency tactics, contributing significantly to the overall risk score. While the Technical Validation and Threat Intelligence agents did not find conclusive evidence, the linguistic red flags alone warrant caution, as the email attempts to create a sense of urgency to manipulate the recipient into taking immediate action. The convergence of these indicators suggests a likely phishing attempt, despite the inconclusive results from other agents.",0.9969,DEFINITIVE,0.5,INCONCLUSIVE,0.0,INCONCLUSIVE,22.86,2025-11-17T05:11:29.118998,False,success
,re : the research lunch,0,LOW,0.3,LOW,"Based on the email security analysis, the overall risk assessment for this email is low, with a risk score of 0.30 and low certainty. The primary contributing factor to this score is the linguistic analysis, which flagged the email with a risk score of 0.50 due to potential phishing language, although the certainty of this finding is low. The technical validation and threat intelligence agents did not find any concerning indicators, such as malicious URLs or domain age issues, and their certainty levels were inconclusive or low. The different indicators converge here by showing that while the email's language may raise some concerns, there is no technical or intelligence-based evidence to support a higher risk assessment.",0.5,LOW,0.0,INCONCLUSIVE,0.0,LOW,47.43,2025-11-17T05:12:21.948411,True,success
IT Domain Help Desk,Attention: Service Suspension (Action Required),1,MEDIUM,0.59964,DEFINITIVE,"Email security analysis completed. Risk Score: 0.60 (MEDIUM). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.9994,DEFINITIVE,0.0,INCONCLUSIVE,0.0,INCONCLUSIVE,10.38,2025-11-17T05:12:32.327628,False,success
"""monkey.org Security""",87029152585717 PASSWORD TEMPORARILY DISABLED,1,MEDIUM,0.6997599999999999,DEFINITIVE,"Based on the email security analysis, this message has been assessed as a MEDIUM risk, with a definitive certainty level. The primary contributing factors to this assessment are the linguistic red flags identified by the Linguistic Agent, which detected high urgency language, authority impersonation, and poor formatting, all contributing a significant 0.60 to the final risk score. Additionally, the Threat Intelligence Agent found low certainty evidence (0.10 contribution) suggesting potential malicious intent, as the URL was flagged in some threat databases. The convergence of these indicators, particularly the strong linguistic signals and the supporting threat intelligence data, underscores the email's suspicious nature, despite inconclusive technical validation.",0.9996,DEFINITIVE,0.0,INCONCLUSIVE,0.5,LOW,16.41,2025-11-17T05:12:59.973520,False,success
noreply,re: Final reminder Netflix [DD-266440-D3990],1,LOW,0.1,INCONCLUSIVE,"Email security analysis completed. Risk Score: 0.10 (LOW). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.0,INCONCLUSIVE,0.0,INCONCLUSIVE,0.5,LOW,12.21,2025-11-17T05:13:12.181319,False,success
